name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Enterobacter oligotrophicus	2478464	S	11	0	11	0.00000
Klebsiella pneumoniae	573	S	282	699	981	0.00004
Klebsiella michiganensis	1134687	S	146	86	232	0.00001
Klebsiella huaxiensis	2153354	S	88	6	94	0.00000
Klebsiella oxytoca	571	S	50	5	55	0.00000
Klebsiella grimontii	2058152	S	42	35	77	0.00000
Klebsiella quasipneumoniae	1463165	S	37	12	49	0.00000
Klebsiella aerogenes	548	S	35	11	46	0.00000
Klebsiella variicola	244366	S	32	17	49	0.00000
Raoultella ornithinolytica	54291	S	136	152	288	0.00001
Raoultella electrica	1259973	S	13	1	14	0.00000
Salmonella enterica	28901	S	479	2534	3013	0.00011
Salmonella bongori	54736	S	28	72	100	0.00000
Kosakonia cowanii	208223	S	77	136	213	0.00001
Kosakonia sp. MUSA4	2067958	S	11	18	29	0.00000
Kosakonia sp. ML.JS2a	2980557	S	11	6	17	0.00000
Kosakonia sp. SMBL-WEM22	2725560	S	10	8	18	0.00000
Kosakonia sacchari	1158459	S	30	25	55	0.00000
Kosakonia radicincitans	283686	S	15	28	43	0.00000
Kosakonia oryzendophytica	1005665	S	11	6	17	0.00000
Leclercia adecarboxylata	83655	S	99	40	139	0.00001
Leclercia sp. 29361	2714951	S	72	15	87	0.00000
Leclercia pneumoniae	2815358	S	84	4	88	0.00000
Buttiauxella sp. WJP83	2986951	S	91	25	116	0.00000
Buttiauxella agrestis	82977	S	22	8	30	0.00000
Kluyvera ascorbata	51288	S	91	36	127	0.00000
Kluyvera intermedia	61648	S	22	1	23	0.00000
Yokenella regensburgei	158877	S	117	6	123	0.00000
[Enterobacter] lignolyticus	1334193	S	91	2	93	0.00000
Pluralibacter gergoviae	61647	S	23	1	24	0.00000
Lelliottia amnigena	61646	S	53	2	55	0.00000
Lelliottia sp. WB101	2153385	S	11	11	22	0.00000
Jejubacter calystegiae	2579935	S	75	0	75	0.00000
Siccibacter colletis	1505757	S	71	1	72	0.00000
Cedecea neteri	158822	S	37	4	41	0.00000
Cedecea sp. FDAARGOS_727	2545798	S	14	1	15	0.00000
Cedecea lapagei	158823	S	10	2	12	0.00000
Cronobacter sakazakii	28141	S	16	21	37	0.00000
Cronobacter condimenti	1163710	S	10	4	14	0.00000
Phytobacter ursingii	1972431	S	41	10	51	0.00000
Pseudocitrobacter corydidari	2891570	S	40	2	42	0.00000
Pseudescherichia vulneris	566	S	28	0	28	0.00000
Atlantibacter hermannii	565	S	25	0	25	0.00000
Scandinavium goeteborgense	1851514	S	27	0	27	0.00000
Shimwellia blattae	563	S	19	0	19	0.00000
Erwinia tracheiphila	65700	S	22	6	28	0.00000
Buchnera aphidicola	9	S	17	0	17	0.00000
Providencia rettgeri	587	S	13	3	16	0.00000
Pragia fontium	82985	S	10	0	10	0.00000
Acinetobacter baumannii	470	S	808483	842755	1651238	0.06104
Acinetobacter pittii	48296	S	2792	662	3454	0.00013
Acinetobacter seifertii	1530123	S	2545	206	2751	0.00010
Acinetobacter nosocomialis	106654	S	2292	337	2629	0.00010
Acinetobacter calcoaceticus	471	S	1469	33	1502	0.00006
Acinetobacter lactucae	1785128	S	453	228	681	0.00003
Acinetobacter sp. XS-4	2923375	S	334	25	359	0.00001
Acinetobacter sp. Z1	2953738	S	209	4	213	0.00001
Acinetobacter sp. BHS4	2836181	S	198	79	277	0.00001
Acinetobacter sp. AS23	2871688	S	133	49	182	0.00001
Acinetobacter sp. ASP199	2773709	S	100	3	103	0.00000
Acinetobacter sp. YH16040_T	2929512	S	63	82	145	0.00001
Acinetobacter sp. NEB 394	2743575	S	60	23	83	0.00000
Acinetobacter sp. Y-23	2943497	S	54	2	56	0.00000
Acinetobacter sp. NCu2D-2	1608473	S	24	0	24	0.00000
Acinetobacter sp. FDAARGOS_493	2420300	S	23	129	152	0.00001
Acinetobacter sp. TTH0-4	1646498	S	22	0	22	0.00000
Acinetobacter sp. Marseille-Q1620	2714110	S	21	0	21	0.00000
Acinetobacter sp. AHP123	2913495	S	18	6	24	0.00000
Acinetobacter sp. Ac-14	2781976	S	17	463	480	0.00002
Acinetobacter sp. GSS19	3020716	S	15	0	15	0.00000
Acinetobacter sp. C16S1	2609668	S	12	0	12	0.00000
Acinetobacter junii	40215	S	223	7	230	0.00001
Acinetobacter radioresistens	40216	S	221	2	223	0.00001
Acinetobacter indicus	756892	S	216	7	223	0.00001
Acinetobacter shaoyimingii	2715164	S	135	0	135	0.00000
Acinetobacter piscicola	2006115	S	130	3	133	0.00000
Acinetobacter portensis	1839785	S	122	7	129	0.00000
Acinetobacter venetianus	52133	S	99	2	101	0.00000
Acinetobacter vivianii	1776742	S	84	0	84	0.00000
Acinetobacter defluvii	1871111	S	76	3	79	0.00000
Acinetobacter soli	487316	S	68	0	68	0.00000
Acinetobacter oleivorans	1148157	S	67	9	76	0.00000
Acinetobacter johnsonii	40214	S	67	7	74	0.00000
Acinetobacter dispersus	70348	S	62	0	62	0.00000
Acinetobacter equi	1324350	S	59	0	59	0.00000
Acinetobacter colistiniresistens	280145	S	55	0	55	0.00000
Acinetobacter chinensis	2004650	S	43	2	45	0.00000
Acinetobacter variabilis	70346	S	40	7	47	0.00000
Acinetobacter wanghuae	2662362	S	39	0	39	0.00000
Acinetobacter gyllenbergii	134534	S	34	0	34	0.00000
Acinetobacter lwoffii	28090	S	33	6	39	0.00000
Acinetobacter wuhouensis	1879050	S	30	0	30	0.00000
Acinetobacter haemolyticus	29430	S	22	1	23	0.00000
Acinetobacter baylyi	202950	S	21	0	21	0.00000
Acinetobacter schindleri	108981	S	15	0	15	0.00000
Acinetobacter tandoii	202954	S	12	0	12	0.00000
Acinetobacter larvae	1789224	S	11	0	11	0.00000
Acinetobacter cumulans	2136182	S	11	0	11	0.00000
Lysobacter enzymogenes	69	S	770	19	789	0.00003
Lysobacter sp. 5GHs7-4	2904253	S	64	0	64	0.00000
Xanthomonas hortorum	56454	S	72	0	72	0.00000
Xanthomonas citri	346	S	70	32	102	0.00000
Xanthomonas euroxanthea	2259622	S	55	0	55	0.00000
Xanthomonas prunicola	2053930	S	50	0	50	0.00000
Stenotrophomonas maltophilia	40324	S	99	6	105	0.00000
Luteimonas granuli	1176533	S	18	0	18	0.00000
Rhodanobacter denitrificans	666685	S	39	0	39	0.00000
Luteibacter anthropi	564369	S	12	0	12	0.00000
Haemophilus influenzae	727	S	166	25	191	0.00001
Haemophilus sp. oral taxon 036	712310	S	24	3	27	0.00000
Halomonas sp. DN3	2953657	S	31	3	34	0.00000
Halomonas sp. YLGW01	2773308	S	13	1	14	0.00000
Kushneria phosphatilytica	657387	S	18	0	18	0.00000
Zymobacter palmae	33074	S	13	0	13	0.00000
Aeromonas media	651	S	25	1	26	0.00000
Aeromonas caviae	648	S	13	11	24	0.00000
Aeromonas veronii	654	S	10	2	12	0.00000
Thioflavicoccus mobilis	80679	S	23	0	23	0.00000
Caldichromatium japonicum	2699430	S	21	0	21	0.00000
Piscirickettsia salmonis	1238	S	16	0	16	0.00000
Methylophaga nitratireducenticrescens	754476	S	12	0	12	0.00000
Thalassotalea sp. PS06	2594005	S	11	0	11	0.00000
Methylocaldum marinum	1432792	S	11	0	11	0.00000
Salinisphaera sp. LB1	2183911	S	10	0	10	0.00000
Cereibacter sphaeroides	1063	S	1678741	22908	1701649	0.06291
Cereibacter azotoformans	43057	S	6201	647	6848	0.00025
Rhodobacter sp. CZR27	2033869	S	1779	18	1797	0.00007
Rhodobacter sp. LPB0142	1850250	S	114	6	120	0.00000
Rhodobacter capsulatus	1061	S	505	2	507	0.00002
Paracoccus jeotgali	2065379	S	372	17	389	0.00001
Paracoccus sp. MC1862	2760307	S	49	5	54	0.00000
Paracoccus sp. SCSIO 75817	3017781	S	44	59	103	0.00000
Paracoccus sp. SCSIO 75233	3017782	S	42	44	86	0.00000
Paracoccus kondratievae	135740	S	154	26	180	0.00001
Paracoccus zhejiangensis	1077935	S	110	11	121	0.00000
Paracoccus yeei	147645	S	83	97	180	0.00001
Paracoccus pantotrophus	82367	S	71	22	93	0.00000
Paracoccus aestuarii	453842	S	38	1	39	0.00000
Paracoccus liaowanqingii	2560053	S	32	0	32	0.00000
Paracoccus alcaliphilus	34002	S	28	3	31	0.00000
Paracoccus marcusii	59779	S	26	18	44	0.00000
Paracoccus contaminans	1945662	S	25	2	27	0.00000
Paracoccus fistulariae	658446	S	21	2	23	0.00000
Paracoccus methylovorus	2812658	S	20	4	24	0.00000
Paracoccus aminophilus	34003	S	20	0	20	0.00000
Paracoccus saliphilus	405559	S	17	0	17	0.00000
Paracoccus denitrificans	266	S	15	4	19	0.00000
Paracoccus aminovorans	34004	S	15	1	16	0.00000
Paracoccus stylophorae	659350	S	12	1	13	0.00000
Paracoccus everestensis	2903900	S	10	0	10	0.00000
Rhodovulum sulfidophilum	35806	S	203	13	216	0.00001
Rhodovulum sp. P5	1564506	S	31	0	31	0.00000
Rhodovulum sp. MB263	308754	S	30	2	32	0.00000
Roseicitreum antarcticum	564137	S	200	0	200	0.00001
Tabrizicola piscis	2494374	S	185	0	185	0.00001
Pukyongiella litopenaei	2605946	S	118	4	122	0.00000
Fuscovulum blasticum	1075	S	116	0	116	0.00000
Haematobacter massiliensis	195105	S	81	6	87	0.00000
Gemmobacter aquarius	2169400	S	52	0	52	0.00000
Gemmobacter fulva	2840474	S	25	0	25	0.00000
Neotabrizicola shimadae	2807096	S	57	0	57	0.00000
Pontivivens ytuae	2789856	S	52	0	52	0.00000
Thioclava electrotropha	1549850	S	13	9	22	0.00000
Pseudopuniceibacterium antarcticum	2613965	S	29	0	29	0.00000
Frigidibacter mobilis	1335048	S	11	0	11	0.00000
Aliiroseovarius crassostreae	154981	S	10	0	10	0.00000
Tritonibacter mobilis	379347	S	10	0	10	0.00000
Phaeobacter inhibens	221822	S	381	59	440	0.00002
Mameliella alba	561184	S	90	9	99	0.00000
Roseovarius sp. SCSIO 43702	2823043	S	40	32	72	0.00000
Leisingera sp. NJS201	2508306	S	31	33	64	0.00000
Sulfitobacter pontiacus	60137	S	36	8	44	0.00000
Sulfitobacter sp. BSw21498	664426	S	11	2	13	0.00000
Ponticoccus alexandrii	1943633	S	59	2	61	0.00000
Salipiger profundus	1229727	S	24	5	29	0.00000
Ketogulonicigenium vulgare	92945	S	32	0	32	0.00000
Dinoroseobacter shibae	215813	S	30	8	38	0.00000
Roseivivax marinus	1379903	S	11	0	11	0.00000
Tateyamaria omphalii	299262	S	19	0	19	0.00000
Pseudosulfitobacter pseudonitzschiae	1402135	S	11	7	18	0.00000
Actibacterium sp. EMB200-NS6	1609966	S	14	3	17	0.00000
Yangia pacifica	311180	S	11	0	11	0.00000
Pseudorhizobium flavum	1335061	S	874	29	903	0.00003
Agrobacterium larrymoorei	160699	S	207	5	212	0.00001
Agrobacterium tumefaciens	358	S	78	6	84	0.00000
Agrobacterium fabacearum	1183401	S	74	66	140	0.00001
Rhizobium sp. IE4771	1301032	S	47	15	62	0.00000
Rhizobium leguminosarum	384	S	57	4	61	0.00000
Shinella sp. PSBB067	2715959	S	51	3	54	0.00000
Shinella sp. HZN7	879274	S	19	2	21	0.00000
Sinorhizobium meliloti	382	S	16	3	19	0.00000
Georhizobium profundi	2341112	S	11	0	11	0.00000
Bradyrhizobium barranii	2992140	S	96	130	226	0.00001
Bradyrhizobium sp. WD16	1521768	S	13	6	19	0.00000
Bradyrhizobium diazoefficiens	1355477	S	10	10	20	0.00000
Rhodopseudomonas palustris	1076	S	76	3	79	0.00000
Pannonibacter phragmitetus	121719	S	320	97	417	0.00002
Roseibium sp. Sym1	3016006	S	10	0	10	0.00000
Methylobacterium durans	2202825	S	94	2	96	0.00000
Methylobacterium sp. 4-46	426117	S	74	1	75	0.00000
Methylobacterium indicum	1775910	S	26	7	33	0.00000
Methylorubrum extorquens	408	S	23	1	24	0.00000
Mesorhizobium sp. 131-2-1	2744518	S	32	6	38	0.00000
Mesorhizobium sp. NZP2298	2483403	S	12	2	14	0.00000
Mesorhizobium loti	381	S	68	9	77	0.00000
Brucella anthropi	529	S	23	71	94	0.00000
Aquabacter sp. L1I39	2820278	S	36	0	36	0.00000
Labrys sp. KNU-23	2789216	S	14	0	14	0.00000
Aureimonas mangrovi	2758041	S	49	0	49	0.00000
Blastochloris tepida	2233851	S	40	1	41	0.00000
Pelagibacterium sp. YIM 151497	2984530	S	32	1	33	0.00000
Bosea sp. F3-2	2599640	S	22	2	24	0.00000
Chelatococcus daeguensis	444444	S	30	0	30	0.00000
Acetobacter pomorum	65959	S	468	24	492	0.00002
Roseomonas mucosa	207340	S	65	12	77	0.00000
Lichenicola cladoniae	1484109	S	59	0	59	0.00000
Acidiphilium multivorum	62140	S	52	3	55	0.00000
Niveispirillum cyanobacteriorum	1612173	S	83	11	94	0.00000
Defluviicoccus vanus	111831	S	49	3	52	0.00000
Tistrella mobilis	171437	S	53	2	55	0.00000
Elioraea tepida	2843330	S	14	0	14	0.00000
Sphingopyxis sp. 113P3	292913	S	72	13	85	0.00000
Sphingopyxis macrogoltabida	33050	S	64	12	76	0.00000
Sphingomonas paeninsulae	2319844	S	16	11	27	0.00000
Rhizorhabdus dicambivorans	1850238	S	12	4	16	0.00000
Qipengyuania aurantiaca	2867233	S	55	3	58	0.00000
Erythrobacter neustonensis	1112	S	21	0	21	0.00000
Brevundimonas naejangsanensis	588932	S	59	0	59	0.00000
Brevundimonas albigilva	1312364	S	12	0	12	0.00000
Phenylobacterium parvum	2201350	S	57	0	57	0.00000
Asticcacaulis sp. AND118	2840468	S	18	0	18	0.00000
Marinicauda algicola	2029849	S	73	1	74	0.00000
Neisseria meningitidis	487	S	780242	183169	963411	0.03562
Neisseria gonorrhoeae	485	S	1621	2976	4597	0.00017
Neisseria lactamica	486	S	765	162	927	0.00003
Neisseria cinerea	483	S	171	14	185	0.00001
Neisseria sicca	490	S	114	14	128	0.00000
Neisseria sp. KEM232	655307	S	48	0	48	0.00000
Neisseria sp. ZJ106	2912188	S	25	0	25	0.00000
Neisseria sp. oral taxon 014	641148	S	10	0	10	0.00000
Neisseria sp. Dent CA1/247	2912675	S	10	1	11	0.00000
Neisseria elongata	495	S	91	4	95	0.00000
Neisseria mucosa	488	S	74	21	95	0.00000
Neisseria chenwenguii	1853278	S	49	0	49	0.00000
Neisseria flavescens	484	S	39	4	43	0.00000
Neisseria subflava	28449	S	38	3	41	0.00000
Neisseria brasiliensis	2666100	S	37	1	38	0.00000
Neisseria animalis	492	S	15	0	15	0.00000
Neisseria dentiae	194197	S	13	0	13	0.00000
Neisseria animaloris	326522	S	11	0	11	0.00000
Neisseria arctica	1470200	S	11	0	11	0.00000
Neisseria macacae	496	S	10	3	13	0.00000
Simonsiella muelleri	72	S	16	0	16	0.00000
Chromobacterium rhizoryzae	1778675	S	70	6	76	0.00000
Laribacter hongkongensis	168471	S	24	0	24	0.00000
Burkholderia pseudomallei	28450	S	100	24	124	0.00000
Cupriavidus taiwanensis	164546	S	56	29	85	0.00000
Paraburkholderia caribensis	75105	S	69	0	69	0.00000
Paraburkholderia acidisoli	2571748	S	10	0	10	0.00000
Ralstonia solanacearum	305	S	77	4	81	0.00000
Alcaligenes faecalis	511	S	236	6	242	0.00001
Bordetella trematum	123899	S	29	2	31	0.00000
Achromobacter spanius	217203	S	11	13	24	0.00000
Comamonas aquatica	225991	S	73	9	82	0.00000
Acidovorax sp. NCPPB 2350	2940487	S	66	11	77	0.00000
Diaphorobacter sp. ED-3	3016636	S	47	70	117	0.00000
Variovorax paradoxus	34073	S	11	0	11	0.00000
Collimonas arenae	279058	S	58	0	58	0.00000
Rubrivivax gelatinosus	28068	S	35	0	35	0.00000
Sphaerotilus sp. FB-5	2914710	S	21	0	21	0.00000
Thauera aromatica	59405	S	14	0	14	0.00000
Azospira restricta	404405	S	12	0	12	0.00000
Helicobacter pylori	210	S	698866	5141	704007	0.02603
Helicobacter acinonychis	212	S	40	1	41	0.00000
Helicobacter cetorum	138563	S	35	0	35	0.00000
Helicobacter suis	104628	S	14	1	15	0.00000
Anaeromyxobacter oryzae	2918170	S	55	0	55	0.00000
Corallococcus sp. NCRR	2996782	S	41	0	41	0.00000
Archangium gephyra	48	S	10	0	10	0.00000
Chondromyces crocatus	52	S	61	1	62	0.00000
Pseudodesulfovibrio tunisiensis	463192	S	73	1	74	0.00000
Desulfovibrio vulgaris	881	S	14	0	14	0.00000
Silvanigrella aquatica	1915309	S	10	0	10	0.00000
Phocaeicola vulgatus	821	S	1473062	377339	1850401	0.06841
Phocaeicola dorei	357276	S	3093	457	3550	0.00013
Phocaeicola coprophilus	387090	S	101	6	107	0.00000
Phocaeicola salanitronis	376805	S	64	0	64	0.00000
Bacteroides thetaiotaomicron	818	S	280	29	309	0.00001
Bacteroides caccae	47678	S	104	15	119	0.00000
Bacteroides stercoris	46506	S	96	8	104	0.00000
Bacteroides uniformis	820	S	72	41	113	0.00000
Bacteroides ovatus	28116	S	64	103	167	0.00001
Bacteroides xylanisolvens	371601	S	64	48	112	0.00000
Bacteroides luhongzhouii	2650158	S	52	6	58	0.00000
Bacteroides sp. CACC 737	2755405	S	38	127	165	0.00001
Bacteroides fragilis	817	S	31	12	43	0.00000
Bacteroides faecium	2715212	S	11	0	11	0.00000
Bacteroides nordii	291645	S	10	0	10	0.00000
Porphyromonas gingivalis	837	S	833457	17524	850981	0.03146
Parabacteroides distasonis	823	S	465	177	642	0.00002
Parabacteroides merdae	46503	S	174	38	212	0.00001
Parabacteroides goldsteinii	328812	S	16	1	17	0.00000
Tannerella forsythia	28112	S	27	7	34	0.00000
Prevotella intermedia	28131	S	141	7	148	0.00001
Pedobacter suwonensis	332999	S	13	0	13	0.00000
Leptospirillum ferriphilum	178606	S	12	3	15	0.00000
